WebSocket transport not available. Install eventlet or gevent and gevent-websocket for improved performance.
 * Running on http://127.0.0.1:5001/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Jul/2026 21:44:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1MWc HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:44:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1N-w HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:44:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1PSA HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:44:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1Qvv HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:44:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1SNg HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:44:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1TrF HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:44:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1VKR HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1Wml HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1YEY HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1ZiQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1bAg HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1ce7 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1e5U HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1fZQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1h1B HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1iUp HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:45:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1jyg HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1lQQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1mu8 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1oLt HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1ppW HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1rHE HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1smV HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1uCv HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1vgh HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1x94 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:46:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1ycv HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1-3p HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc1_bL HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc20_G HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc22Td HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc23wr HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc25Og HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc26sD HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc28K6 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc29nv HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:51] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:52] "GET /api/simulation/state HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:52] "GET /api/simulation/metrics HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:52] "GET /api/experiments/latest HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:52] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2Asj HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:53] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2BBW HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:47:56] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2BlF HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:02] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2DDQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:08] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2Egx HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:14] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2G8S HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:20] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2Hby HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:26] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2J3U HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:32] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2KXU HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:38] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2L_O HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:44] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2NSm HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:50] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2Owa HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:48:56] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2QOG HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:02] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2Rs0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:08] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2TKE HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:14] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2Unt HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:20] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2WFF HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:26] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2Xj8 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:32] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2ZAo HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:38] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2aeU HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:44] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2c6g HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:50] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2da9 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:49:56] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2f1v HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:02] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2gW7 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:08] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2hzJ HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:10] "POST /api/simulation/start HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:12] "POST /api/simulation/reset HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:12] "GET /api/simulation/state HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:12] "GET /api/simulation/metrics HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:13] "POST /api/simulation/start HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:13] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2jFl HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:14] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:25] "GET /api/simulation/state HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:25] "GET /api/simulation/metrics HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:25] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2m6C HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:25] "GET /api/experiments/latest HTTP/1.1" 200 -
Sim error: [WinError 32] 另一个程序正在使用此文件，进程无法访问。: 'D:\\揭榜挂帅\\DDPG_Project\\output\\training\\latest_training.tmp' -> 'D:\\揭榜挂帅\\DDPG_Project\\output\\training\\latest_training.json'
Traceback (most recent call last):
  File "D:\揭榜挂帅\DDPG_Project\web\app.py", line 213, in _sim_loop
    _save_training_snapshot(runner)
  File "D:\揭榜挂帅\DDPG_Project\web\app.py", line 45, in _save_training_snapshot
    temporary.replace(TRAINING_OUTPUT)
  File "C:\Program Files\python\lib\pathlib.py", line 1372, in replace
    self._accessor.replace(self, target)
PermissionError: [WinError 32] 另一个程序正在使用此文件，进程无法访问。: 'D:\\揭榜挂帅\\DDPG_Project\\output\\training\\latest_training.tmp' -> 'D:\\揭榜挂帅\\DDPG_Project\\output\\training\\latest_training.json'
127.0.0.1 - - [15/Jul/2026 21:50:26] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2mTh HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2nLd HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:35] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2oZ8 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:41] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2q23 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:47] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2rUk HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:53] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2t6A HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:50:59] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2uQO HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:05] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2vx7 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:11] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2xLf HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:17] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2ypY HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:23] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2-HJ HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:29] "GET /socket.io/?EIO=4&transport=polling&t=Pzc2_kw HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:35] "GET /socket.io/?EIO=4&transport=polling&t=Pzc31Cn HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:41] "GET /socket.io/?EIO=4&transport=polling&t=Pzc32pM HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:47] "GET /socket.io/?EIO=4&transport=polling&t=Pzc348u HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:51:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc35d5 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc37JF HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc38vr HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3AEx HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3BiY HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3DAH HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3Ee8 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3G5o HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3HZh HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3J1b HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:52:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3KUz HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3Lyv HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3NQc HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3Owv HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3QM6 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3Rq0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3THf HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3Uld HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3WIA HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3Xgr HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:53:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3Z8x HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3acR HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3c4D HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3dXm HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3e_V HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3gTR HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3hx2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3jRV HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3ksT HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3mKR HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:54:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3nre HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3pFm HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3qm4 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3sBP HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3tf4 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3v6y HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3waa HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3y2I HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3zW6 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc3-zu HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:55:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc40RU HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc41vP HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc43N9 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc44qm HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc46IW HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc47mM HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc49E8 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4Ai4 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4C9T HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4DdP HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:56:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4F51 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4GYr HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4I0d HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4JUN HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4Kxy HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4MPu HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4NtU HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4PLM HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4Qp2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4SGn HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:57:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4Tkh HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4VGh HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4WgB HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4Y7j HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4Zba HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4b3I HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4cWy HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4d-k HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4fSx HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4gxP HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:58:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4iO9 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4jrn HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4lJV HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4mnO HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4oFA HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4piw HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4rAg HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4seG HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4u64 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4vZm HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 21:59:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4x1V HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4yVQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4zz0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc4_Qw HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc50ug HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc52ME HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc53q9 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc55Hj HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc56lc HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc58DQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:00:54] "GET /socket.io/?EIO=4&transport=polling&t=Pzc59h5 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:00] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5B8m HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:06] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5Ccj HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:12] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5E4G HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:18] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5FYK HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:24] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5G_r HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:30] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5ITh HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:36] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5JxV HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:42] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5LP1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Jul/2026 22:01:48] "GET /socket.io/?EIO=4&transport=polling&t=Pzc5Mt5 HTTP/1.1" 200 -
